epoch,train_loss,val_mean_loss,val_0.5s,val_1s,val_2s,val_3s,val_4s,val_5s,val_6s
150,0.179014,0.161155,0.266471,0.205670,0.154287,0.136691,0.125906,0.121512,0.117545
151,0.175050,0.156147,0.276364,0.201786,0.149155,0.128317,0.116983,0.111393,0.109033
152,0.175998,0.163694,0.274973,0.202021,0.156392,0.139497,0.128596,0.123508,0.120872
153,0.177471,0.163289,0.272227,0.205525,0.157508,0.139929,0.127845,0.122134,0.117851
154,0.180033,0.160019,0.286301,0.199605,0.150388,0.131149,0.122264,0.116866,0.113560
155,0.174723,0.168676,0.262640,0.210207,0.165163,0.148703,0.137113,0.130621,0.126285
156,0.179163,0.159455,0.264492,0.203341,0.154586,0.136252,0.124908,0.118344,0.114262
157,0.172670,0.167936,0.259464,0.204951,0.163120,0.148612,0.138037,0.132655,0.128713
158,0.177092,0.158842,0.275833,0.200457,0.152465,0.133142,0.122005,0.115844,0.112152
159,0.178713,0.156039,0.272254,0.198727,0.148455,0.128243,0.118717,0.114279,0.111600
160,0.177940,0.158046,0.270989,0.200499,0.151596,0.131117,0.121223,0.116857,0.114043
161,0.178699,0.155849,0.265513,0.199885,0.148830,0.129542,0.119367,0.115182,0.112623
162,0.174347,0.161879,0.278461,0.210459,0.156870,0.135282,0.122933,0.116256,0.112893
163,0.178841,0.166795,0.267888,0.206785,0.161607,0.145472,0.134031,0.127983,0.123801
164,0.177282,0.157759,0.270010,0.201790,0.152112,0.132512,0.120641,0.114908,0.112338
165,0.174923,0.156942,0.275957,0.200422,0.150881,0.130144,0.118497,0.112759,0.109932
166,0.176215,0.159583,0.273659,0.206620,0.155796,0.133883,0.120356,0.114920,0.111846
167,0.180780,0.156908,0.274014,0.199819,0.150075,0.131179,0.119739,0.113205,0.110328
168,0.178380,0.161544,0.276960,0.204958,0.154256,0.135712,0.125168,0.118543,0.115209
169,0.178792,0.155239,0.270193,0.199437,0.148859,0.129293,0.118372,0.112291,0.108232
170,0.177079,0.161537,0.262503,0.199882,0.155285,0.139390,0.129856,0.123748,0.120096
171,0.174175,0.159878,0.270056,0.202854,0.152273,0.134613,0.124564,0.119024,0.115764
172,0.179083,0.157885,0.277345,0.203178,0.150476,0.130570,0.119987,0.113751,0.109886
173,0.179362,0.158036,0.275927,0.205053,0.151340,0.131169,0.119430,0.112992,0.110343
174,0.177141,0.172618,0.265187,0.208369,0.166442,0.153625,0.143054,0.137636,0.134015
175,0.175220,0.157978,0.274131,0.197899,0.150432,0.132971,0.122455,0.115615,0.112344
176,0.175764,0.165247,0.276537,0.205778,0.157626,0.140904,0.129502,0.124304,0.122080
177,0.172222,0.163671,0.264633,0.202556,0.158537,0.142466,0.130656,0.125392,0.121456
178,0.174917,0.159010,0.271249,0.203557,0.154000,0.133666,0.121072,0.116180,0.113342
179,0.172956,0.159532,0.265922,0.198960,0.154276,0.137010,0.125555,0.119482,0.115517
180,0.173053,0.158856,0.272797,0.204925,0.154809,0.132974,0.120144,0.114910,0.111434
181,0.173585,0.168146,0.273363,0.209999,0.162389,0.145301,0.133337,0.128050,0.124583
182,0.176905,0.158256,0.267433,0.202141,0.152844,0.134341,0.122902,0.115738,0.112392
183,0.173167,0.156809,0.265742,0.201044,0.151937,0.133408,0.120972,0.113941,0.110618
184,0.176607,0.158405,0.274731,0.206608,0.151709,0.131489,0.119674,0.113800,0.110824
185,0.173568,0.166115,0.262389,0.203671,0.160842,0.146651,0.135303,0.129362,0.124590
186,0.173203,0.164282,0.270336,0.208257,0.159744,0.141735,0.129090,0.122333,0.118476
187,0.175139,0.157582,0.269493,0.201925,0.151689,0.132885,0.120958,0.114709,0.111419
188,0.171952,0.156249,0.266519,0.201316,0.151668,0.131514,0.119271,0.113240,0.110218
189,0.171669,0.158881,0.276504,0.206033,0.153035,0.132461,0.120214,0.113910,0.110012
190,0.175850,0.163516,0.268674,0.204811,0.157054,0.140159,0.129503,0.123528,0.120883
191,0.171163,0.183594,0.281706,0.213769,0.176214,0.164765,0.154360,0.148981,0.145365
192,0.175134,0.166835,0.273706,0.205999,0.160624,0.144988,0.132899,0.126796,0.122830
193,0.174117,0.160446,0.278497,0.201306,0.151646,0.134452,0.123405,0.118910,0.114908
194,0.169748,0.172177,0.269597,0.208374,0.165084,0.151053,0.141626,0.136671,0.132838
195,0.173962,0.159235,0.271205,0.203868,0.153565,0.134508,0.122318,0.116090,0.113093
196,0.171650,0.163094,0.265202,0.204076,0.157427,0.140832,0.129807,0.124198,0.120113
197,0.172461,0.158731,0.270520,0.202198,0.153242,0.134788,0.122176,0.116045,0.112149
198,0.174701,0.156179,0.271588,0.201790,0.149661,0.128159,0.117749,0.113860,0.110447
199,0.174116,0.156768,0.269156,0.202589,0.150093,0.131127,0.119833,0.113623,0.110953
200,0.175867,0.169578,0.267420,0.205141,0.162736,0.148718,0.138500,0.134451,0.130075
