epoch,train_loss,val_mean_loss,val_0.5s,val_1s,val_2s,val_3s,val_4s,val_5s,val_6s
112,0.191281,0.160856,0.266249,0.202589,0.157721,0.138889,0.126082,0.119130,0.115335
113,0.195364,0.173308,0.325035,0.223797,0.163255,0.138852,0.125104,0.120465,0.116649
114,0.197940,0.169344,0.292538,0.221832,0.164812,0.141565,0.126419,0.120900,0.117345
115,0.200045,0.164151,0.280751,0.204359,0.159505,0.138701,0.126548,0.121242,0.117950
116,0.191922,0.159996,0.270299,0.200954,0.158377,0.135564,0.123434,0.117490,0.113854
117,0.192361,0.166433,0.288003,0.206826,0.159106,0.140937,0.128761,0.122159,0.119240
118,0.186107,0.161299,0.266635,0.207030,0.159921,0.137088,0.124010,0.118864,0.115546
119,0.195948,0.161559,0.272344,0.205687,0.156377,0.136357,0.123439,0.119717,0.116991
120,0.187346,0.158950,0.268124,0.201966,0.154746,0.133446,0.121670,0.117807,0.114890
121,0.189027,0.175930,0.271070,0.218137,0.179648,0.156079,0.141978,0.134203,0.130392
122,0.189724,0.159927,0.261112,0.201733,0.157790,0.137331,0.124525,0.119611,0.117390
123,0.188438,0.166930,0.271957,0.206852,0.163332,0.143660,0.131674,0.126177,0.124861
124,0.193616,0.159528,0.271556,0.204738,0.152925,0.133761,0.121544,0.116861,0.115311
125,0.191530,0.162195,0.259633,0.205567,0.159319,0.140042,0.127924,0.123146,0.119733
126,0.187299,0.154836,0.257910,0.196587,0.150186,0.131230,0.120182,0.115464,0.112290
127,0.188955,0.176666,0.261886,0.214492,0.177827,0.159930,0.146068,0.139806,0.136650
128,0.184186,0.156082,0.276040,0.203059,0.150960,0.129445,0.115622,0.110070,0.107375
129,0.188631,0.157662,0.270752,0.205826,0.153328,0.130789,0.118077,0.113482,0.111382
130,0.191419,0.155284,0.274825,0.197825,0.148466,0.128844,0.116782,0.111954,0.108290
131,0.189369,0.159359,0.281576,0.209216,0.154776,0.130466,0.117246,0.112166,0.110065
132,0.183168,0.163932,0.268130,0.207276,0.162853,0.142099,0.128332,0.121287,0.117551
133,0.182196,0.157945,0.271786,0.203450,0.153332,0.132548,0.119389,0.113997,0.111115
134,0.184271,0.155275,0.261217,0.200413,0.152276,0.131822,0.118599,0.112966,0.109632
135,0.182528,0.158292,0.262184,0.202427,0.155724,0.135226,0.122641,0.116285,0.113556
136,0.189746,0.158638,0.271999,0.198846,0.153537,0.133748,0.121772,0.117141,0.113425
137,0.185965,0.165222,0.260849,0.210644,0.162039,0.144885,0.131460,0.125626,0.121051
138,0.188936,0.153599,0.268911,0.195918,0.147331,0.129432,0.115508,0.110773,0.107319
139,0.180589,0.157475,0.281795,0.201632,0.151026,0.129907,0.116768,0.112315,0.108883
140,0.186387,0.162988,0.265062,0.211456,0.159735,0.139275,0.126975,0.120965,0.117449
141,0.185949,0.162172,0.259556,0.210427,0.159089,0.140184,0.127361,0.121272,0.117312
142,0.185919,0.157904,0.278637,0.204661,0.151014,0.130009,0.118231,0.112767,0.110012
143,0.186128,0.159756,0.266418,0.202775,0.154665,0.136714,0.124224,0.118574,0.114921
144,0.181218,0.159662,0.273122,0.203250,0.152616,0.133652,0.123100,0.118663,0.113232
145,0.181192,0.168553,0.286838,0.216652,0.163805,0.141790,0.128780,0.122891,0.119113
146,0.185594,0.157212,0.258386,0.196377,0.154316,0.134562,0.124035,0.118990,0.113821
147,0.177518,0.173150,0.258777,0.203396,0.172517,0.156587,0.144917,0.140621,0.135233
148,0.184567,0.159670,0.257134,0.199866,0.156507,0.138684,0.126358,0.121639,0.117506
149,0.185464,0.158385,0.265566,0.198185,0.152616,0.134272,0.123633,0.119228,0.115193
150,0.184905,0.161703,0.262722,0.200269,0.157273,0.140476,0.128388,0.123823,0.118971
151,0.186229,0.154763,0.265859,0.199731,0.148498,0.129866,0.117143,0.112011,0.110229
152,0.182942,0.156750,0.276726,0.198278,0.150046,0.131647,0.117876,0.113299,0.109377
153,0.177706,0.172279,0.275033,0.216841,0.168084,0.149399,0.137409,0.131459,0.127728
154,0.182060,0.164482,0.258911,0.200552,0.159890,0.145712,0.133490,0.128829,0.123990
155,0.184361,0.164200,0.273562,0.206512,0.159680,0.141811,0.127848,0.122083,0.117902
156,0.182696,0.161234,0.283314,0.197818,0.152372,0.136633,0.123754,0.119631,0.115120
157,0.180646,0.164731,0.290217,0.205396,0.157690,0.138415,0.125217,0.119647,0.116531
158,0.185274,0.153548,0.270321,0.195583,0.145293,0.128350,0.116307,0.111208,0.107774
159,0.184513,0.157664,0.264520,0.194000,0.151517,0.135857,0.123842,0.118976,0.114936
160,0.179933,0.159457,0.264847,0.195236,0.154421,0.137945,0.125859,0.120684,0.117205
161,0.177705,0.174948,0.261356,0.207719,0.168729,0.157202,0.147183,0.142723,0.139721
162,0.179591,0.161289,0.272190,0.198415,0.152152,0.137873,0.126396,0.122387,0.119611
163,0.178070,0.156735,0.264410,0.201415,0.151923,0.132875,0.119765,0.115309,0.111447
164,0.180177,0.158975,0.273862,0.201682,0.153732,0.133857,0.120754,0.116231,0.112710
165,0.182256,0.155246,0.273144,0.199517,0.148737,0.129367,0.116137,0.111171,0.108650
166,0.180730,0.154055,0.269851,0.196032,0.147565,0.128731,0.116483,0.111799,0.107923
167,0.178184,0.165837,0.266271,0.205351,0.158937,0.144739,0.133168,0.127677,0.124717
168,0.181022,0.154868,0.271840,0.200179,0.148978,0.128319,0.114934,0.111672,0.108156
169,0.177004,0.155113,0.264545,0.196898,0.151212,0.131684,0.118192,0.113658,0.109605
170,0.179713,0.155682,0.267774,0.199435,0.151717,0.130872,0.117177,0.113141,0.109655
171,0.186002,0.158693,0.266392,0.199098,0.154469,0.136202,0.122181,0.118116,0.114396
172,0.179195,0.164340,0.268777,0.207358,0.160685,0.142510,0.128674,0.123010,0.119368
173,0.180314,0.155981,0.265127,0.200321,0.152207,0.132083,0.118294,0.113175,0.110660
174,0.180649,0.154691,0.272152,0.197975,0.148723,0.129745,0.116143,0.110885,0.107216
175,0.179029,0.161574,0.268161,0.206545,0.158982,0.138169,0.125029,0.118729,0.115402
176,0.175569,0.155435,0.267267,0.196228,0.149113,0.131177,0.119005,0.114350,0.110909
177,0.176165,0.158230,0.274449,0.196502,0.152264,0.134609,0.121634,0.116217,0.111938
178,0.173920,0.158638,0.269288,0.196972,0.154029,0.136310,0.122353,0.116991,0.114521
179,0.182193,0.161734,0.284477,0.210107,0.155560,0.133156,0.121131,0.115384,0.112324
180,0.181871,0.169600,0.270428,0.212609,0.167537,0.147780,0.134192,0.128766,0.125886
181,0.179482,0.155160,0.267474,0.198795,0.148379,0.129480,0.117247,0.113924,0.110824
182,0.175927,0.157016,0.265215,0.193939,0.151984,0.135971,0.122904,0.117354,0.111746
183,0.176480,0.154190,0.268114,0.193014,0.147225,0.129399,0.118243,0.113412,0.109923
184,0.181920,0.152838,0.263150,0.193396,0.148025,0.129411,0.116743,0.111660,0.107480
185,0.177745,0.155286,0.273448,0.194625,0.149681,0.130657,0.117673,0.112221,0.108693
186,0.180892,0.157282,0.272397,0.202741,0.153625,0.131643,0.118898,0.112936,0.108733
187,0.177078,0.154954,0.269641,0.196415,0.150354,0.130146,0.117227,0.111963,0.108932
188,0.174340,0.167752,0.269407,0.209283,0.165925,0.146414,0.132735,0.127715,0.122786
189,0.177049,0.155542,0.267627,0.195068,0.151428,0.132167,0.118935,0.113998,0.109574
190,0.179740,0.155872,0.272800,0.197356,0.149371,0.130792,0.117746,0.113116,0.109920
191,0.176575,0.157701,0.279148,0.204826,0.151252,0.129294,0.117048,0.112613,0.109729
192,0.180538,0.158695,0.263857,0.203138,0.154489,0.134709,0.122883,0.117586,0.114201
193,0.176738,0.159683,0.269232,0.198516,0.154246,0.136535,0.124658,0.118993,0.115603
194,0.177420,0.163284,0.274784,0.205906,0.158276,0.139258,0.126944,0.121327,0.116491
195,0.176250,0.156276,0.275694,0.195599,0.147295,0.129835,0.119231,0.114973,0.111304
196,0.177142,0.161098,0.266589,0.203941,0.159151,0.138648,0.125565,0.119474,0.114314
197,0.173903,0.163843,0.266257,0.207709,0.162445,0.141954,0.128677,0.122225,0.117634
198,0.177264,0.164499,0.267293,0.204148,0.161601,0.142958,0.130401,0.125000,0.120093
199,0.176154,0.155387,0.276256,0.198637,0.148172,0.128972,0.116070,0.111374,0.108226
200,0.178952,0.162164,0.265711,0.201373,0.157488,0.140489,0.128561,0.122400,0.119127
