epoch,train_loss,val_mean_loss,val_0.5s,val_1s,val_2s,val_3s,val_4s,val_5s,val_6s
46,0.217253,0.159051,0.269362,0.201736,0.152665,0.136835,0.121806,0.116829,0.114129
47,0.216269,0.168568,0.267416,0.209503,0.164795,0.147023,0.136263,0.129479,0.125496
48,0.209228,0.167786,0.278867,0.224780,0.164721,0.141557,0.125848,0.120705,0.118023
49,0.208612,0.187522,0.302034,0.245567,0.182651,0.159310,0.145493,0.139631,0.137972
50,0.210172,0.166742,0.290440,0.221772,0.158388,0.137026,0.124706,0.118815,0.116051
51,0.211802,0.163166,0.284642,0.208201,0.155479,0.137826,0.123827,0.118171,0.114020
52,0.205845,0.166558,0.275925,0.208812,0.159991,0.144343,0.130476,0.124507,0.121854
53,0.205626,0.166111,0.272552,0.212030,0.161162,0.143606,0.130540,0.123554,0.119335
54,0.207585,0.163116,0.284183,0.211402,0.156765,0.136600,0.123289,0.116086,0.113490
55,0.210207,0.195009,0.275131,0.233270,0.185890,0.177142,0.169037,0.162500,0.162096
56,0.204555,0.158701,0.279663,0.206689,0.151276,0.131654,0.118029,0.112852,0.110745
57,0.202843,0.179623,0.262415,0.212560,0.172850,0.160896,0.152751,0.147486,0.148405
58,0.208339,0.157424,0.267392,0.203777,0.152860,0.133185,0.120064,0.114182,0.110505
59,0.207947,0.163978,0.278987,0.219257,0.155457,0.134820,0.123614,0.119411,0.116303
60,0.200497,0.170993,0.262294,0.209498,0.166554,0.153230,0.139291,0.133888,0.132198
61,0.209952,0.158650,0.269499,0.206154,0.152062,0.133719,0.121335,0.115677,0.112106
62,0.199687,0.161367,0.266360,0.204172,0.156749,0.140907,0.126289,0.118313,0.116775
63,0.205044,0.161072,0.279435,0.206862,0.157069,0.135785,0.122092,0.114046,0.112212
64,0.208529,0.183612,0.276941,0.215364,0.175567,0.165734,0.156085,0.148658,0.146937
65,0.196689,0.160113,0.285744,0.208849,0.151004,0.131972,0.118880,0.113448,0.110892
66,0.201993,0.170923,0.275351,0.220549,0.165869,0.148610,0.134911,0.127306,0.123863
67,0.204734,0.160218,0.266363,0.205567,0.152453,0.138842,0.125653,0.117816,0.114830
68,0.194040,0.161927,0.279775,0.208464,0.154418,0.136430,0.123160,0.116807,0.114438
69,0.201213,0.169314,0.278357,0.214960,0.161481,0.144867,0.132986,0.127897,0.124653
70,0.200456,0.157137,0.269940,0.204651,0.149194,0.131588,0.119471,0.113975,0.111137
71,0.198382,0.168802,0.291138,0.219437,0.157514,0.139316,0.129077,0.124229,0.120903
72,0.191740,0.159789,0.266199,0.206382,0.155130,0.136182,0.123380,0.117057,0.114195
73,0.198899,0.166656,0.270403,0.209356,0.161564,0.144653,0.132049,0.125148,0.123420
74,0.199633,0.164691,0.286200,0.216595,0.156455,0.138384,0.123681,0.117284,0.114235
75,0.195972,0.155385,0.260515,0.202882,0.149380,0.131464,0.118821,0.113239,0.111397
76,0.199810,0.165999,0.271292,0.207199,0.154839,0.142774,0.132612,0.127099,0.126178
77,0.196108,0.158500,0.267393,0.202813,0.150725,0.133198,0.122558,0.118612,0.114201
78,0.196571,0.158211,0.263722,0.202776,0.150818,0.134822,0.123483,0.117439,0.114418
79,0.196165,0.163742,0.286908,0.206948,0.153562,0.136958,0.125173,0.119562,0.117087
80,0.194969,0.171213,0.276833,0.216635,0.166148,0.149944,0.136238,0.129132,0.123561
81,0.198876,0.163836,0.266163,0.203407,0.158212,0.143869,0.130843,0.124475,0.119882
82,0.198281,0.158506,0.283459,0.210024,0.149706,0.129112,0.117105,0.111341,0.108796
83,0.197752,0.162594,0.262003,0.203695,0.160033,0.141850,0.128571,0.123109,0.118894
84,0.202423,0.159516,0.284205,0.207373,0.151633,0.132182,0.118543,0.112929,0.109748
85,0.197497,0.182720,0.281848,0.212129,0.174237,0.163036,0.153959,0.148052,0.145779
86,0.192756,0.155402,0.268402,0.199034,0.148537,0.130798,0.118812,0.112499,0.109730
87,0.193603,0.156797,0.266961,0.202302,0.152008,0.132072,0.119423,0.113984,0.110832
88,0.193683,0.154479,0.262976,0.201509,0.148917,0.128284,0.116406,0.112550,0.110710
89,0.191501,0.169301,0.265965,0.207490,0.164190,0.148861,0.137257,0.132191,0.129156
90,0.195917,0.158705,0.258829,0.203486,0.152377,0.136336,0.124208,0.119491,0.116207
91,0.189329,0.178176,0.268029,0.215752,0.173070,0.159742,0.149205,0.142240,0.139197
92,0.196502,0.161786,0.278826,0.204685,0.154544,0.135331,0.123690,0.119037,0.116390
93,0.193143,0.161148,0.280912,0.203169,0.153179,0.133450,0.123078,0.118323,0.115926
94,0.189417,0.162007,0.266953,0.204574,0.156138,0.138194,0.127226,0.121812,0.119153
95,0.188681,0.162296,0.284252,0.203205,0.152124,0.133230,0.124549,0.121640,0.117069
96,0.195238,0.171306,0.276439,0.209892,0.164915,0.149901,0.138097,0.131372,0.128526
97,0.195038,0.161737,0.281722,0.209304,0.152889,0.133316,0.122340,0.118386,0.114198
98,0.187825,0.155706,0.269000,0.203076,0.149421,0.129763,0.117223,0.112057,0.109399
99,0.189797,0.156709,0.273532,0.201778,0.148040,0.129270,0.119179,0.113857,0.111311
100,0.193022,0.155461,0.273144,0.200975,0.147221,0.128288,0.116720,0.112308,0.109574
101,0.191132,0.155769,0.265847,0.202001,0.151115,0.130931,0.118629,0.112716,0.109146
102,0.190530,0.159198,0.267448,0.209068,0.154085,0.134025,0.121847,0.115649,0.112263
103,0.188321,0.158763,0.275823,0.203774,0.150410,0.131915,0.120360,0.115951,0.113106
104,0.191045,0.162193,0.298296,0.204976,0.150647,0.131060,0.120183,0.115968,0.114223
105,0.196098,0.168570,0.274733,0.209484,0.159139,0.142515,0.134576,0.130922,0.128619
106,0.189035,0.163377,0.277848,0.201868,0.155897,0.138468,0.128428,0.121938,0.119195
107,0.193486,0.160756,0.265620,0.204622,0.156041,0.137532,0.125820,0.119761,0.115896
108,0.183362,0.166846,0.271677,0.205332,0.158214,0.144493,0.133945,0.129157,0.125107
109,0.185773,0.163148,0.282453,0.213749,0.155221,0.134498,0.122577,0.117218,0.116320
110,0.187278,0.163734,0.274205,0.200988,0.155568,0.140731,0.130212,0.124290,0.120141
111,0.192094,0.157823,0.280484,0.203547,0.150558,0.130006,0.118583,0.112169,0.109412
112,0.189236,0.154655,0.272274,0.196861,0.147243,0.128230,0.116699,0.111793,0.109483
113,0.187123,0.155950,0.273026,0.199850,0.148166,0.127701,0.117693,0.114206,0.111007
114,0.185299,0.158517,0.262703,0.199662,0.152807,0.135904,0.124660,0.118560,0.115324
115,0.188382,0.156792,0.266227,0.198666,0.149297,0.131544,0.121282,0.116492,0.114037
116,0.184735,0.154911,0.267762,0.198786,0.148837,0.128524,0.118112,0.112208,0.110150
117,0.182644,0.153062,0.272240,0.198112,0.145542,0.127022,0.114834,0.108625,0.105060
118,0.183929,0.153693,0.270126,0.195855,0.145770,0.127534,0.117108,0.111422,0.108036
119,0.186558,0.157552,0.274535,0.199120,0.149546,0.130758,0.121150,0.115770,0.111988
120,0.188610,0.182194,0.267927,0.208432,0.174218,0.165134,0.157843,0.152217,0.149584
121,0.185596,0.158214,0.272636,0.200336,0.151283,0.132819,0.121721,0.115885,0.112818
122,0.183668,0.156929,0.270093,0.198685,0.148041,0.130737,0.121713,0.116764,0.112470
123,0.182310,0.156997,0.268807,0.200307,0.149788,0.131949,0.121429,0.115493,0.111208
124,0.188661,0.155325,0.264606,0.198005,0.150059,0.131316,0.119990,0.113029,0.110268
125,0.187570,0.160209,0.285673,0.206562,0.151039,0.130341,0.119300,0.115529,0.113017
126,0.184051,0.156054,0.270061,0.198796,0.149519,0.129349,0.118502,0.114412,0.111740
127,0.183681,0.170020,0.271950,0.205881,0.165712,0.148449,0.138055,0.131293,0.128797
128,0.184726,0.175874,0.271019,0.208435,0.169591,0.156540,0.146544,0.140576,0.138414
129,0.188640,0.154676,0.268126,0.200106,0.148236,0.128667,0.117230,0.112180,0.108185
130,0.183294,0.159246,0.268243,0.200706,0.153493,0.135800,0.123816,0.118404,0.114261
131,0.184219,0.153863,0.265499,0.198340,0.147470,0.127514,0.117209,0.111688,0.109320
132,0.183485,0.155955,0.272563,0.197941,0.147875,0.129107,0.118512,0.114529,0.111160
133,0.183182,0.161855,0.278787,0.207609,0.151352,0.134186,0.124241,0.119817,0.116992
134,0.186636,0.157566,0.280193,0.199972,0.146578,0.129747,0.119316,0.114940,0.112221
135,0.182081,0.164045,0.270739,0.205653,0.161253,0.140783,0.128500,0.122410,0.118976
136,0.184651,0.157923,0.274709,0.201847,0.148974,0.130591,0.120190,0.116437,0.112715
137,0.178118,0.165768,0.273755,0.201466,0.159680,0.143042,0.132643,0.127172,0.122618
138,0.187662,0.163289,0.264058,0.198566,0.157256,0.142183,0.131877,0.125992,0.123092
139,0.175831,0.158364,0.261532,0.199110,0.152944,0.135010,0.124363,0.119677,0.115910
140,0.180216,0.155820,0.271702,0.197845,0.147244,0.129735,0.118528,0.114804,0.110880
141,0.178720,0.153804,0.265490,0.195953,0.147852,0.128021,0.116907,0.113185,0.109222
142,0.178402,0.184348,0.269132,0.210876,0.176754,0.166693,0.159044,0.155179,0.152761
143,0.182750,0.155904,0.264399,0.195499,0.148008,0.130807,0.120659,0.117395,0.114558
144,0.183240,0.156683,0.272684,0.201494,0.147670,0.130370,0.119896,0.114069,0.110595
145,0.181850,0.156126,0.270408,0.197813,0.148874,0.130580,0.119675,0.114332,0.111200
146,0.181450,0.156043,0.261982,0.200853,0.150622,0.131728,0.120685,0.114235,0.112198
147,0.182592,0.158793,0.266865,0.200243,0.151667,0.133752,0.123761,0.118673,0.116591
148,0.177308,0.182978,0.262761,0.213732,0.179154,0.166551,0.157107,0.152112,0.149428
149,0.182353,0.150506,0.262026,0.194695,0.144394,0.125049,0.114045,0.108367,0.104962
150,0.180349,0.156584,0.276285,0.198414,0.148785,0.130444,0.119164,0.113341,0.109654
151,0.178500,0.153339,0.262669,0.196881,0.147691,0.128773,0.117587,0.111438,0.108331
152,0.179536,0.157264,0.266958,0.198385,0.148297,0.130849,0.122142,0.118617,0.115600
153,0.178231,0.155124,0.261161,0.199872,0.148307,0.130594,0.120002,0.115195,0.110734
154,0.179798,0.163492,0.263810,0.200352,0.155916,0.140877,0.131612,0.126562,0.125315
155,0.177092,0.157953,0.276658,0.203139,0.148946,0.130611,0.120324,0.114347,0.111643
156,0.181098,0.155980,0.273885,0.198646,0.147727,0.127895,0.117446,0.114732,0.111528
157,0.172610,0.158706,0.269835,0.200661,0.150717,0.133452,0.122736,0.118739,0.114802
158,0.177472,0.158058,0.262894,0.200108,0.152676,0.134853,0.123212,0.117938,0.114726
159,0.184638,0.156026,0.261709,0.197582,0.148676,0.133075,0.121912,0.116500,0.112730
160,0.184367,0.154161,0.264273,0.195033,0.147501,0.129589,0.118573,0.113862,0.110293
161,0.182338,0.154998,0.273177,0.198337,0.146749,0.127473,0.116889,0.112752,0.109609
162,0.171193,0.159952,0.263029,0.199060,0.153156,0.137567,0.126905,0.121725,0.118221
163,0.177359,0.156105,0.272420,0.199945,0.147014,0.129243,0.119415,0.114162,0.110534
164,0.174613,0.157291,0.269277,0.198341,0.149184,0.131943,0.122583,0.116174,0.113533
165,0.174335,0.158882,0.264446,0.199522,0.152874,0.135516,0.125165,0.119302,0.115346
166,0.176492,0.167275,0.268748,0.204727,0.161859,0.145179,0.135020,0.129593,0.125800
167,0.178769,0.154861,0.271237,0.200317,0.147718,0.129382,0.117299,0.110943,0.107133
168,0.178031,0.165282,0.259762,0.207614,0.161386,0.143590,0.133224,0.127532,0.123866
169,0.179144,0.156089,0.272753,0.201109,0.148581,0.129517,0.118234,0.112433,0.109996
170,0.176452,0.156889,0.273272,0.200733,0.151037,0.130363,0.119661,0.113601,0.109554
171,0.178687,0.163227,0.270802,0.201532,0.154212,0.140248,0.130414,0.124471,0.120909
172,0.179034,0.156677,0.268512,0.198824,0.149702,0.131212,0.121220,0.115490,0.111775
173,0.174694,0.162780,0.262363,0.202058,0.155413,0.139610,0.130742,0.126236,0.123037
174,0.177289,0.152970,0.260654,0.194982,0.146949,0.128515,0.118613,0.112722,0.108359
175,0.178424,0.155623,0.266187,0.197231,0.149200,0.130772,0.120041,0.114702,0.111227
176,0.175884,0.155783,0.272304,0.196987,0.146618,0.128548,0.118770,0.115767,0.111489
177,0.175574,0.154322,0.266159,0.197904,0.145861,0.127582,0.118000,0.114644,0.110103
178,0.179022,0.158485,0.275880,0.200409,0.151326,0.131887,0.120830,0.116770,0.112294
179,0.176959,0.155821,0.265754,0.197487,0.147648,0.131029,0.121021,0.115960,0.111845
180,0.173878,0.178138,0.265741,0.213741,0.174377,0.159827,0.150269,0.143407,0.139603
181,0.168998,0.159862,0.273694,0.199698,0.152219,0.134961,0.124890,0.118286,0.115287
182,0.179477,0.165973,0.271185,0.198407,0.156509,0.142347,0.134480,0.130705,0.128181
183,0.175532,0.157629,0.273833,0.200691,0.147387,0.130686,0.120844,0.116893,0.113068
184,0.178851,0.153883,0.264987,0.198119,0.145952,0.127651,0.117341,0.113488,0.109647
185,0.178384,0.156306,0.274806,0.201770,0.149068,0.127916,0.117037,0.113114,0.110430
186,0.176749,0.154973,0.271432,0.199360,0.145638,0.127434,0.117739,0.112820,0.110389
187,0.175278,0.190636,0.263793,0.213653,0.186181,0.176191,0.168286,0.164902,0.161444
188,0.174955,0.155685,0.270743,0.198503,0.147331,0.128571,0.118722,0.114334,0.111592
189,0.174435,0.158069,0.269017,0.201459,0.149311,0.131664,0.121878,0.118012,0.115141
190,0.174334,0.160543,0.268482,0.202663,0.154422,0.135772,0.125090,0.119912,0.117462
191,0.175675,0.155760,0.267229,0.198610,0.148110,0.129509,0.119886,0.115361,0.111612
192,0.179212,0.156030,0.275200,0.201456,0.146817,0.128209,0.117503,0.113095,0.109926
193,0.175965,0.179882,0.268848,0.210727,0.171901,0.159935,0.152235,0.149042,0.146490
194,0.173166,0.165049,0.267093,0.206666,0.159250,0.141572,0.131016,0.126482,0.123262
195,0.174933,0.153254,0.263121,0.197227,0.145629,0.127513,0.117805,0.112618,0.108863
196,0.174764,0.157676,0.263277,0.200389,0.151797,0.134294,0.122225,0.117292,0.114461
197,0.167460,0.155168,0.267562,0.198692,0.146346,0.128102,0.118906,0.114944,0.111625
198,0.173780,0.155184,0.267091,0.199900,0.147770,0.129534,0.118376,0.113312,0.110307
199,0.174043,0.154396,0.269377,0.198688,0.146451,0.127712,0.117053,0.112821,0.108671
200,0.173439,0.177014,0.259301,0.212182,0.171593,0.158190,0.149283,0.146138,0.142410
